track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,lyrics
Like Crazy,Jimin,1,2023,3,24,596,68,363369738,8,104,23,2,29,120,G,Major,63,36,73,0,0,36,4,"[Romanized:] She's saying Baby, saenggakaji ma There's not a bad thing here tonight Baby, tteonado joa Isseo jwo oneulkkajiman Watch me go Nal jeoksyeo bamsaedorok (away) Achimdo Chwihaeseo oji anke Sikkeureoun eumak soge Huimihaejin na Deurama gateun ppeonhan story Iksukaejyeo ga Nega aldeon nareul chatgien meolli on geolkka? Yeah I know You know I know I'd rather be Lost in the lights Lost in the lights I'm outta my mind I bamui kkeuteul jabajwo Maeil bam You spin me up high Neoreul pumeun dal Let me have a taste Give me a good ride (Oh I'm fallin') It's gon' be a good night (Oh I'm fallin') Forever you and I Geoul soge bichin na Hayeomeopsi michyeoga I'm feelin' so alive, wasting time I'd rather be Lost in the lights Lost in the lights I'm outta my mind I bamui kkeuteul jabajwo Maeil bam You spin me up high Neoreul pumeun dal Let me have a taste Give me a good ride (Oh I'm fallin') It's gon' be a good night (Oh I'm fallin') Forever you and I This will break me This is gonna break me No don't you wake me I wanna stay in this dream, don't save me Don't you try to save me I need a way we I need a way we can dream on [Korean:] She's saying Baby, ìƒê°í•˜ì§€ ë§ˆ There's not a bad thing here tonight Baby, ë– ë‚˜ë„ ì¢‹ì•„ ìžˆì–´ ì¤˜ ì˜¤ëŠ˜ê¹Œì§€ë§Œ Watch me go ë‚  ì ì…” ë°¤ìƒˆë„ë¡ (away) ì•„ì¹¨ë„ ì·¨í•´ì„œ ì˜¤ì§€ ì•Šê²Œ ì‹œë„ëŸ¬ìš´ ìŒì•… ì†ì— í¬ë¯¸í•´ì§„ ë‚˜ ë“œë¼ë§ˆ ê°™ì€ ë»”í•œ story ìµìˆ™í•´ì ¸ ê°€ ë„¤ê°€ ì•Œë˜ ë‚˜ë¥¼ ì°¾ê¸°ì—” ë©€ë¦¬ ì˜¨ ê±¸ê¹Œ? Yeah I know You know I know I'd rather be Lost in the lights Lost in the lights I'm outta my mind ì´ ë°¤ì˜ ëì„ ìž¡ì•„ì¤˜ ë§¤ì¼ ë°¤ You spin me up high ë„ˆë¥¼ í’ˆì€ ë‹¬ Let me have a taste Give me a good ride (Oh I'm fallin') It's gon' be a good night (Oh I'm fallin') Forever you and I ê±°ìš¸ ì†ì— ë¹„ì¹œ ë‚˜ í•˜ì—¼ì—†ì´ ë¯¸ì³ê°€ I'm feelin' so alive, wasting time I'd rather be Lost in the lights Lost in the lights I'm outta my mind ì´ ë°¤ì˜ ëì„ ìž¡ì•„ì¤˜ ë§¤ì¼ ë°¤ You spin me up high ë„ˆë¥¼ í’ˆì€ ë‹¬ Let me have a taste Give me a good ride (Oh I'm fallin') It's gon' be a good night (Oh I'm fallin') Forever you and I This will break me This is gonna break me No don't you wake me I wanna stay in this dream, don't save me Don't you try to save me I need a way we I need a way we can dream on [English translation:] I think we can last forever I am afraid everything will disappear Just trust me She's saying Baby, don't think about it There's not a bad thing here tonight Baby, you can leave it Stay with me until today Watch me go Wet me all night (Away) And morning too Don't come if you're drunk In this loud music It fades me It's a drama-like story I'm get used to it Have you come far to find me that you used to know? Yeah, I know You know, I know (Ooh) I'd rather be Lost in the lights Lost in the lights I'm outta my mind It holds to the end of this night Every night You spin me up high The moon that embraces you Let me have a taste Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin') It's gon' be a good night (Oh, I'm fallin') Forever you and I Mmm-hmm Yeah, hey Mmm-hmm Ooh-woah Mmm-hmm Mmm-hmm (Forever, you and I) Me reflects in the mirror I'm going crazy without hesitation I'm feelin' so alive, wasting time I'd rather be Lost in the lights Lost in the lights I'm outta my mind It holds to the end of this night Every night You spin me up high The moon that embraces you Let me have a taste Give me a good ride (Oh, I'm fallin', I'm fallin', I'm fallin') It's gon' be a good night (Oh, I'm fallin') Forever you and I This will break me This is gonna break me (Break me) No, don't you wake me (Wake me) I wanna stay in this dream, don't save me Don't you try to save me (Save me) I need a way we (Way we) I need a way we can dream on (On, on, on) Not again What's the point?"
LADY GAGA,"Gabito Ballesteros, Junior H, Peso Pluma",3,2023,6,22,332,26,86444842,11,163,10,4,0,140,F,Minor,65,87,74,22,0,42,4,"De Psycho Bunny o de Burberry Fumando pura motita Cherry Super dorada, cachas de San Judas Las morras fresas me ponen dÃ©bil Una gorrita de esas del pescado Tapan la mirada, poco saben de mÃ­ Venadeando, mandando botones Y en el putero me dicen ""El baby"" Me dicen ""TQM"" cuando ven el BM Voy partiendo el queso de JGL Siempre oloroso, le lavo, me quieren Haciendo feria, consigna de IvÃ¡n y vienen Ya ando enfiestado y parece un festÃ­n Quiero despertar mirando hasta Perry Perrillo trucha que no anda de oquis Y esta princesa pide que le dÃ© un kiss Cinco a redonda son los anillos Pa' un imprevisto, que me saquen de aquÃ­ Rumbo pa'l depa' ya suena Pepas Y ando bien Travis, trÃ¡iganme a la Kylie Me dicen ""TQM"" cuando ven el BM Voy partiendo el queso de JGL Siempre oloroso, le lavo, me quieren Haciendo feria, consigna de IvÃ¡n y vienen"
I Can See You (Taylors Version) (From The ,Taylor Swift,1,2023,7,7,516,38,52135248,73,119,42,1,150,123,F#,Major,69,82,76,6,0,6,3,
I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110,1297026226,24,98,582,2,73,135,,Minor,48,44,42,12,2,11,3,"I wanna be your vacuum cleaner Breathing in your dust I wanna be your Ford Cortina I will never rust If you like your coffee hot Let me be your coffee pot You call the shots, babe I just wanna be yours Secrets I have held in my heart Are harder to hide than I thought Maybe I just wanna be yours I wanna be yours, I wanna be yours Wanna be yours, wanna be yours, wanna be yours Let me be your 'leccy meter and I'll never run out Let me be the portable heater that you'll get cold without I wanna be your setting lotion (wanna be) Hold your hair in deep devotion (how deep?) At least as deep as the Pacific Ocean I wanna be yours Secrets I have held in my heart Are harder to hide than I thought Maybe I just wanna be yours I wanna be yours, I wanna be yours Wanna be yours, wanna be yours, wanna be yours Wanna be yours, wanna be yours, wanna be yours Wanna be yours, wanna be yours I wanna be your vacuum cleaner (Wanna be yours) Breathing in your dust (Wanna be yours) I wanna be your Ford Cortina (Wanna be yours) I will never rust (Wanna be yours) I just wanna be yours (Wanna be yours) I just wanna be yours (Wanna be yours) I just wanna be yours (Wanna be yours)"
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2,2023,5,31,1313,40,200647221,17,152,32,11,139,133,F,Minor,85,81,67,26,0,12,5,
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,115364561,74,182,87,14,"1,093",99,C#,Major,85,83,68,7,0,36,20,
SABOR FRESA,Fuerza Regida,1,2023,6,22,250,26,78300654,16,149,10,5,168,130,G,Minor,79,96,86,9,0,9,9,"Mesero, traiga champagne Que quiero complacer las babies de atrÃ¡s Ya me vieron al bailar Con el paso que cargo logrÃ© apantallar Las morras de calidad Con una cinturita, les gusta perrear La niÃ±a me besa y besa Fresa, sabor fresa, quiere bellaquear Â¿CÃ³mo la ve, mi camarada Si nos vamos pa' la albercada? Que se quiten la ropa cara AfÃ­rmale, carnal, logramos coronar Me gusta andar con la plebada Puras fresitas operadas Que se quiten la ropa cara AquÃ­ no le bajamos, siempre beliquean-do Otro pedo Como siempre viejo, Fuerza Regida Â¿CÃ³mo que va amaneciendo? Bendito veneno, me tiene sin sueÃ±o Un aguachile en el puerto De El Muchacho Alegre, me abren cuando quiero Ya me confesÃ© el rosario Mijo, tÃº eres grande, camina sin miedo No se me pongan ondeados Porque no la pienso ni me tiembla el dedo Â¿CÃ³mo la ve, mi camarada Si nos vamos pa' la albercada? Que se quiten la ropa cara AfÃ­rmale, carnal, logramos coronar Me gusta andar con la plebada Puras fresitas operadas Que se quiten la ropa cara AquÃ­ no le bajamos, siempre beliquean-do Ahuevo viejo Fui, soy, y seguire"
Calm Down (with Selena Gomez),"Rma, Selena G",2,2022,3,25,7112,77,899183384,202,119,318,38,96,107,B,Major,80,82,80,43,0,14,4,
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,61245289,35,109,41,14,211,122,F#,Minor,81,74,71,14,0,56,4,"Eh, eh, eh Mojave Ghost, ni pa' la calle salgo otra ve', ey Me gustan las do', pa' mi cama nos vamo' los tre' Fumando, bebiendo, chingando, fingiendo que ya no pienso en ti No sÃ© a quiÃ©n le miento si esto que siento no me deja dormir Fumando, bebiendo, chingando, fingiendo que ya no pienso en ti No sÃ© a quiÃ©n le miento si esto que siento no me deja dormir Y ojalÃ¡, ojalÃ¡ Que hoy sueÃ±e bonito, que hoy sueÃ±e contigo Y ojalÃ¡, ojalÃ¡ Que hoy sueÃ±e bonito, que hoy sueÃ±e contigo (Ey) Que la nota no se note TÃº sÃ­ sabe', no te agote' A la disco y pa' los bote' Los culito' y los culote' Tengo el corazÃ³n estÃ©ril Solito por la Mclery Un flow pesado, como John Eric Mucho money, pero Los millone' no aguantan el llanto De cuando me siento solo en mi cuarto Â¿De cuÃ¡ndo el balcÃ³n no se siente tan alto? To' quieren la fama, to' quieren el cuarto Y yo que cambiaria la gloria y mi riqueza (Riqueza) Solo pa' saber cÃ³mo es que tÃº besa' Por sacarte un dÃ­a de mi cabeza (Ey, ey) Pichando y dando palos como Ohtani Soy friendly El amigo en el baÃ±o de todas las Kany Lamborghini en PR, el Bugatti en Miami CampeÃ³n con to's mis hermanos a lo Giannis Domingo es de frontear to', tÃº lleva' el tanning, ey TÃº no ve el tanning La estrellas brillan de noche y se esconden de dÃ­a, ey To' hablan de mÃ­, sin saber mi biografÃ­a En la vida todo se paga nada se fÃ­a, eh-eh Mientras tanto yo lo sigo rulin y despuÃ©s de cenar en SofÃ­a Hoy le meto a otra confÃ­a Fumando, bebiendo, chingando, fingiendo que ya no pienso en ti No sÃ© a quiÃ©n le miento si esto que siento no me deja dormir, ey Fumando, bebiendo, chingando, fingiendo que ya no pienso en ti No sÃ© a quiÃ©n le miento si esto que siento no me deja dormir, ey Y ojalÃ¡, ojalÃ¡ Que hoy sueÃ±e contigo, que hoy sueÃ±e bonito Y ojalÃ¡, ojalÃ¡ Que hoy sueÃ±e contigo, que hoy sueÃ±e contigo, oh"
Last Night,Morgan Wallen,1,2023,1,31,2420,19,429829812,52,107,15,1,325,204,F#,Major,52,52,68,46,0,15,4,"I want you for the dirty and clean When you're wakin' in your dreams When you bite my tongue and make me scream (and make me scream) See, I got everything that you need Ain't nobody gon' do it like me We are burning at a high degree (at a high degree) And you make me feel like it burns, and it hurts Uh, baby, that's part of the rush, this is us What is love? Baby, don't hurt me Don't hurt me, no more What is love? Baby, don't hurt me Don't hurt me, no more What is love? What is love? Yeah, yeah I walk it, I talk it, I live it What we do behind doors, it's our business On my body, he givin' me kisses I'm well when I'm with him, I'm poppin' like Adderall Baby, dive in my beach and go swimmin' Let's go deep 'cause you know there's no limits Like I'm stronger than you and I'm sippin' I'm still gonna finish, I'm drunk, I ain't had enough One day you're in and you go Tellin' me lies and it's killin' me slowly (yeah, yeah) What is love? Baby, don't hurt me Don't hurt me, no more What is love? Baby, don't hurt me Don't hurt me (yeah), no more (no more) What is love? La-ra, la-ra-ra-ra, ra La-ra-ra-ra, ra La-ra-ra-ra, ra What is love? La-ra, la-ra-ra-ra, ra La-ra-ra-ra, ra La-ra-ra-ra, ra Yeah, yeah, yeah What is love? Baby, don't hurt me Don't hurt me, no more (yeah) What is love? Baby, don't hurt me Don't hurt me, no more What is love?"
Dance The Night (From Barbie The Album),Dua Lipa,1,2023,5,25,2988,101,127408954,0,0,143,38,0,110,B,Minor,67,78,85,2,0,33,5,
Rush,Troye Sivan,1,2023,7,13,864,78,22581161,71,135,50,1,294,126,F,Minor,74,35,84,0,0,11,6,"I feel the rush Addicted to your touch Big communication Tell me what you want Translate your vibration Let your body talk to me, baby love If you wanna show me what You've been scheming up If you wanna Trust the simulation Don't you let it break Every stimulation Promise I can take What you wanna give Boy, you betta show me what You've been scheming up You got my heartbeat racing My body blazing I feel the rush Addicted to your touch Oh, I feel the rush It's so good, it's so good I feel the rush Addicted to your touch Oh, I feel the rush It's so good, it's so good So good when we slow gravity, so good It's so good, it's so good Breathe, one, two, three, take all of me, so good It's so good, it's so good Pass your boy the heatwave, recreate the sun Take me to the feeling, boy, you know the one Kiss it when you're done Man, this shit is so much fun Pocket rocket gun You got my heartbeat racing My body blazing I feel the rush Addicted to your touch Oh, I feel the rush It's so good, it's so good I feel the rush Addicted to your touch Oh, I feel the rush It's so good, it's so good So good when we slow gravity, so good It's so good, it's so good Breathe, one, two, three, take all of me, so good It's so good, it's so good It's so good, it's so good It's so good, it's so good"
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,52294266,20,185,13,8,197,168,F#,Major,56,63,87,39,0,11,5,"[PinkPantheress:] Take a look inside your heart, is there any room for me? I won't have to hold my breath 'til you get down on one knee Because you only want to hold me when I'm looking good enough Did you ever feel me? Would you ever picture us? Every time I pull my hair, well, it's only out of fear That you'll find me ugly and one day you'll disappear because What's the point of crying? It was never even love Did you ever want me? Was I ever good enough? The boy's a liar, the boy's a liar He doesn't see ya, you're not looking at me, boy The boy's a liar, the boy's a liar He doesn't see ya, you're not looking at me, boy Good enough, good enough Good enough, good enough Good enough, good enough Good enough, good enough [Ice Spice:] He say that I'm good enough, grabbin' my duh-duh-duh Thinkin' 'bout shit that I shouldn't've (Huh) So I tell him there's one of me, he makin' fun of me (Ha-ha) His girl is a bum to me, like that boy is a cap Sayin' he home, but I know where he at, like Bet he blowin' her back Thinkin' 'bout me 'cause he know that ass fat (Damn) And it been what it been (Uh, huh) Calling his phone like ""Yo, send me a pin"" Duckin' my shit, 'cause he know what I'm on But when he hit me I'm not gon' respond But I don't sleep enough without you And I can't eat enough without you If you don't speak, does that mean we're through? Don't like sneaky shit that you do (Grr) [PinkPantheress:] The boy's a liar, the boy's a liar He doesn't see ya, you're not looking at me, boy The boy's a liar, the boy's a liar He doesn't see ya, you're not looking at me, boy Good enough, good enough Good enough, good enough Good enough, good enough Good enough, good enough"
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,843957510,113,149,245,23,27,98,C#,Minor,71,17,61,36,0,8,5,
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,999748277,242,142,165,9,310,97,E,Major,64,51,63,12,0,19,5,
TQG,"Karol G, Shakira",2,2023,2,23,4284,49,618990393,115,123,184,18,354,180,E,Minor,72,61,63,67,0,9,28,
Los del Espacio,"Big One, Duki, Lit Killah, Maria Becerra, FMK, Rusherking, Emilia, Tiago pzk",8,2023,6,1,1150,31,123122413,22,33,34,7,184,120,,Major,81,63,68,11,0,11,4,I spend my nights on overdrive I live my life so over-tired And there's nowhere I can hide Now I live my life on overdrive I could be more like him if that's cool to you I'd do anything to be cool to you Cool to you I spend my nights on overdrive I live my life so uninspired There ain't no angels in this world So I live my life on overdrive I'd remove my tattoos if that's cool to you I'd do anything to be cool to you Cool to you Uh I could end it with her if that's cool to you I'd do anything to be cool to you
Frgil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2,2023,4,7,672,34,188933502,19,108,24,9,212,150,F#,Major,61,39,73,37,0,11,3,
